"","WT1","WT2","WT3","muMT1","muMT2"
"Gm8417",0,0,0,0,0
"Olfr722",0,0,0,0,0
"Olfr723",0,0,0,0,0
"Olfr724",0,0,0,0,0
"Gm49133",0,0,0,0,0
"Olfr725",0,0,0,0,0
"Gm37194",0,0,0,0,0
"Olfr726",0,0,0,0,0
"Olfr727",0,0,0,0,0
"Olfr728",0,0,0,0,0
"Olfr729",0,0,0,0,0
"Olfr730",0,0,0,0,0
"Olfr731",0,0,0,0,0
"Olfr732",0,0,0,0,0
"Olfr733",0,0,0,0,0
"Olfr734",0,0,0,0,0
"Olfr735",0,0,0,0,0
"Tlr11",1,0,2,1,1
"Olfr736",0,0,0,0,0
"Olfr738",0,0,0,0,0
"Olfr737-ps1",0,0,0,0,0
"Olfr739",0,0,0,0,0
"Olfr740",0,0,0,0,0
"Olfr741",0,0,0,0,0
"Olfr742",0,0,0,0,0
"Olfr743",0,0,0,0,0
"Gm19109",0,0,0,0,0
"Olfr744",0,0,0,0,0
"Olfr745",0,0,0,0,0
"Gm45192",0,0,0,0,0
"Olfr746",0,0,0,0,0
"Gm18762",0,0,0,0,0
"Olfr747",0,0,0,0,0
"Olfr748",0,0,0,0,0
"Gm24316",0,0,0,0,0
"Olfr749",0,1,0,0,0
"Ttc5",697,1056,1101,755,1035
"Gm10916",0,2,4,0,1
"Gm48938",0,0,0,0,0
"Ccnb1ip1",0,1,0,0,1
"Rpph1",38,62,50,30,48
"Parp2",296,394,481,304,464
"Tep1",66,102,149,68,127
"Gm26782",120,121,212,114,156
"Klhl33",136,183,188,134,165
"Osgep",501,739,727,595,780
"Gm24689",0,0,0,0,0
"Apex1",471,656,730,505,628
"Pip4p1",1150,1597,1799,1163,1576
"Pnp",157,368,324,263,303
"Gm49342",0,0,0,0,0
"Gm38316",0,0,0,0,0
"Pnp2",7,38,42,53,38
"Gm8518",1,2,2,4,3
"Gm49038",0,0,0,0,0
"Rnase10",1,2,1,3,2
"Rnase9",0,0,0,0,0
"Rnase11",0,0,0,0,0
"Rnase12",1,1,1,1,0
"Olfr750",0,2,3,0,2
"Rnase4",281,498,549,341,471
"Ang",25,52,36,24,51
"Eddm3b",0,0,0,0,0
"Rnase6",8,11,15,5,14
"1810028F09Rik",1,0,1,0,3
"Rnase1",6,9,9,13,27
"Rnase2b",0,2,2,5,5
"Ear-ps1",0,0,0,0,0
"Ang2",1,0,3,0,0
"Ear14",0,0,0,0,0
"Rnase2a",0,0,0,0,0
"Gm49245",0,0,0,0,0
"Gm21718",0,0,0,0,0
"Gm7106",0,0,0,0,0
"4930597G03Rik",0,0,0,0,0
"Gm7107",3,2,6,3,3
"Gm16289",5,2,3,3,2
"Gm7247",0,0,0,0,0
"Vmn2r-ps110",0,0,0,0,0
"Vmn2r-ps111",0,0,0,0,0
"Vmn2r88",0,0,0,0,0
"Vmn2r89",0,0,0,0,0
"Gm5622",0,0,0,0,0
"Gm16290",0,0,0,0,0
"Gm17175",0,0,0,0,0
"Gm19156",0,0,0,0,0
"Gm17174",0,0,0,0,0
"Gm19157",0,0,0,0,0
"Gm17078",0,0,0,0,0
"Gm19158",0,0,0,0,0
"Gm4181",0,0,0,0,0
"Gm17186",0,0,0,0,0
"Gm17079",0,0,0,0,0
"Gm5800",0,0,0,0,0
"Gm49261",0,0,0,0,0
"Ear-ps3",0,0,0,0,0
"Ang4",0,0,0,0,0
"Ear-ps4",0,0,0,0,0
"AY358078",0,0,0,0,0
"Gm6047",0,0,0,0,0
"Gm27375",0,0,0,0,0
"Ear-ps5",0,0,0,0,0
"Ear6",0,0,0,0,0
"Mettl17",188,312,340,199,279
"Slc39a2",23,89,76,33,49
"Ndrg2",13235,18188,20231,14110,21508
"Tppp2",0,1,3,0,2
"Rnase13",0,0,0,0,0
"Gm49076",0,0,0,0,0
"Arhgef40",378,544,657,350,502
"Gm16617",0,1,0,0,0
"Zfp219",634,1104,1125,711,871
"Tmem253",3,14,8,2,10
"Gm49086",6,13,12,13,22
"Gm49256",6,2,9,3,3
"Olfr221",1,0,0,0,0
"Gm22354",0,0,0,0,0
"Gm8586",0,3,0,0,0
"Gm49258",0,0,0,0,0
"Hnrnpc",3580,5421,5756,4142,6041
"Rpgrip1",13,17,20,10,18
"Supt16",951,1249,1686,816,1224
"Gm26590",3,3,4,3,3
"Chd8",1323,1745,2159,1091,1775
"Snord8",0,3,2,0,0
"Gm43766",17,19,34,10,13
"Rab2b",130,144,177,66,161
"Gm23758",0,0,0,0,0
"Tox4",1451,1990,2384,1496,2132
"Mettl3",288,437,458,300,448
"Sall2",1412,2016,2530,1430,2139
"Gm26328",0,0,1,0,0
"Olfr1513",0,0,0,0,0
"Gm4742",1,1,2,0,0
"Olfr1512",0,0,0,1,0
"Gm37504",0,0,0,0,0
"Olfr1511",0,0,0,0,0
"Olfr1510",0,0,0,0,0
"Gm43250",0,0,0,0,0
"Trav1",0,0,0,0,0
"Olfr1509",0,0,0,0,0
"Olfr1508",0,0,2,0,2
"Gm43512",0,1,1,0,4
"Olfr1507",0,12,12,9,14
"Gm36382",0,0,0,0,0
"Gm36448",0,1,2,0,1
"Trav2",0,0,0,0,0
"Trav3-1",0,1,0,0,0
"Trav4-1",0,0,0,0,0
"Trav5-1",0,0,0,0,0
"Trav6-1",0,0,0,0,0
"Gm42988",0,0,0,0,0
"Trav7-1",0,0,0,0,0
"Trav6-2",0,0,0,0,0
"Trav7d-2",0,0,0,0,0
"Trav4d-2",0,0,0,0,0
"Trav6d-3",0,0,0,0,0
"Trav7d-3",0,0,0,0,0
"Trav6d-4",0,0,0,0,0
"Trav7d-4",0,0,0,0,0
"Gm5408",0,0,0,0,0
"Trav8d-1",0,0,0,0,0
"Trav9d-1",0,0,0,0,1
"Trav6d-5",2,0,0,0,0
"Trav10d",0,0,0,0,0
"Trav6d-6",0,0,0,0,0
"Trav11d",0,0,0,0,0
"Trav7d-5",0,0,0,0,0
"Trav12d-1",0,0,0,0,0
"Trav13d-1",0,0,0,0,0
"Trav14d-1",0,0,0,0,0
"Gm6740",0,0,1,0,3
"Trav15d-1-dv6d-1",0,0,0,0,0
"Trav3d-2",0,0,0,0,0
"Trav9d-2",0,0,0,0,0
"Trav4d-3",0,0,0,0,0
"Rps19-ps2",0,0,0,0,0
"Trav5d-2",0,0,0,0,0
"Trav12d-2",0,0,0,0,0
"Trav9d-3",0,0,0,0,0
"Trav5d-3",0,0,0,0,0
"Trav12d-3",0,0,0,0,0
"Trav13d-2",0,0,0,0,0
"Trav14d-2",0,0,0,0,0
"Trav15d-2-dv6d-2",0,0,0,0,0
"Gm8704",0,0,0,0,0
"Trav3d-3",0,0,0,0,0
"Trav9d-4",1,0,2,0,0
"Trav4d-4",0,0,0,0,0
"Gm43104",0,0,0,0,0
"Trav5d-4",0,0,0,0,0
"Trav6d-7",0,0,0,0,0
"C920008G01Rik",0,0,0,0,0
"Gm30214",0,1,2,0,0
"Trav13d-3",0,0,0,0,0
"Trav8d-2",1,0,0,0,0
"Trav16d-dv11",0,0,0,0,0
"Trav13d-4",0,0,0,0,0
"Trav14d-3-dv8",0,0,0,0,0
"Trav15d-3",0,0,0,0,0
"Trav7n-4",0,0,0,0,0
"Trav9n-1",0,0,0,0,0
"Trav6n-5",0,0,0,0,0
"Trav10n",0,0,1,0,0
"Trav6n-6",0,0,0,0,0
"Trav11n",0,0,0,0,0
"Trav7n-5",0,0,0,0,0
"Trav12n-1",0,0,0,0,0
"Trav13n-1",0,0,0,0,0
"Trav14n-1",0,0,0,0,0
"Gm6755",0,0,0,0,0
"Trav15n-1",0,0,0,0,0
"Trav3n-2",0,0,0,0,0
"Trav9n-2",0,0,0,0,0
"Trav4n-3",0,0,0,0,0
"Rps19-ps1",0,0,0,0,0
"Trav5n-2",0,0,0,0,0
"Trav12n-2",0,0,0,0,0
"Trav9n-3",0,0,0,0,0
"Trav5n-3",0,0,0,0,0
"Trav12n-3",0,0,0,0,0
"Trav13n-2",0,0,0,0,0
"Trav14n-2",0,0,0,0,0
"Trav15n-2",0,0,0,0,0
"Gm3922",0,0,0,0,0
"Trav3n-3",0,0,0,0,0
"Trav9n-4",0,0,0,1,0
"Trav4n-4",0,0,0,0,0
"Trav5n-4",0,0,0,0,0
"Trav6n-7",0,0,0,0,0
"Trav7n-6",0,0,0,0,0
"Gm43650",0,0,0,0,0
"Trav13n-3",0,0,0,0,0
"Trav8n-2",0,0,0,0,0
"Trav16n",0,0,0,0,0
"Trav13n-4",0,0,0,0,0
"Trav14n-3",0,0,0,0,0
"Trav15n-3",0,0,0,0,0
"Trav7-2",0,0,0,0,0
"Trav4-2",0,0,0,0,0
"Trav6-3",0,0,0,0,0
"Trav7-3",0,0,0,0,0
"Trav6-4",0,0,0,0,0
"Trav7-4",0,0,0,0,0
"Gm18711",0,0,0,0,0
"Trav8-1",0,0,0,0,0
"Trav9-1",0,0,0,0,0
"Trav6-5",0,0,0,0,0
"Trav10",0,0,0,0,0
"Trav6-6",0,0,0,0,0
"Trav11",0,0,0,0,0
"Trav7-5",0,0,0,0,0
"Trav12-1",0,0,0,0,0
"Trav13-1",0,0,0,0,0
"Trav14-1",0,0,0,0,0
"Trav15-1-dv6-1",0,0,0,0,0
"Trav3-2",0,0,0,0,0
"Trav9-2",0,0,0,0,0
"Trav4-3",0,0,0,0,0
"Trav5-2",0,0,0,0,0
"Trav12-2",0,0,0,0,0
"Trav12-3",0,0,0,0,0
"Trav13-2",0,0,0,0,0
"Trav14-2",0,0,0,0,0
"Trav15-2-dv6-2",0,0,0,0,0
"Gm43551",0,0,0,0,0
"Trav3-3",2,2,2,1,1
"Trav9-4",0,0,1,0,0
"Trav4-4-dv10",1,0,1,0,1
"Gm43550",0,0,0,0,0
"Trav5-4",0,0,0,0,0
"Trav6-7-dv9",0,0,0,0,0
"Trav7-6",0,0,0,0,0
"Trav13-3",0,0,0,0,0
"Trav8-2",0,0,0,0,0
"Trav16",0,0,0,0,0
"Trav13-4-dv7",0,0,0,0,0
"Trav14-3",0,0,0,0,0
"Trav15-3",0,0,0,0,0
"Trav3-4",1,2,1,3,4
"Trav12-4",0,0,1,0,1
"B230359F08Rik",0,0,0,0,0
"Trav17",0,0,0,0,0
"Trav18",0,0,0,0,0
"Trav19",0,0,0,0,0
"Trav20",0,0,0,0,0
"Trav21-dv12",0,0,0,0,0
"Trdv1",0,1,1,0,0
"Gm43647",0,0,0,0,0
"Trav22",0,0,0,0,0
"Trdv2-1",0,0,0,0,0
"Trdv2-2",0,0,0,0,0
"Trav23",0,0,0,0,0
"Trdv3",0,0,0,0,0
"Gm30275",0,0,1,0,0
"Trdv4",0,2,1,1,3
"Trdd1",0,0,0,0,0
"Gm23704",0,0,0,0,0
"Trdd2",0,0,0,0,0
"Trdj1",0,0,0,0,0
"Gm43434",0,1,0,0,0
"Trdj2",0,0,0,0,0
"Trdc",3,4,4,6,4
"Trdv5",0,0,0,0,0
"Traj61",1,0,0,0,0
"Traj60",0,0,0,0,0
"Traj59",0,0,0,0,0
"Traj58",0,0,0,0,0
"Traj57",0,0,0,0,0
"Traj56",0,0,0,0,0
"Traj55",0,0,0,0,0
"Traj54",0,0,0,0,0
"Traj53",0,0,0,0,0
"Traj52",0,0,0,0,0
"Traj51",0,0,0,0,0
"Traj50",0,0,0,0,0
"Traj49",0,0,0,0,0
"Traj48",0,0,0,0,0
"Traj47",0,0,0,0,0
"Traj46",0,0,0,0,0
"Traj45",0,0,0,0,0
"Traj44",0,0,0,0,0
"Traj43",0,0,0,0,0
"Traj42",0,0,0,0,0
"Traj41",0,0,0,0,0
"Traj40",0,0,0,0,0
"Traj39",0,0,0,0,0
"Traj38",0,0,0,0,0
"Traj37",0,0,0,0,0
"Traj36",0,0,0,0,0
"Traj35",0,0,0,0,0
"Traj34",0,0,0,0,0
"Traj33",0,0,0,0,0
"Traj32",0,0,0,0,0
"Traj31",0,0,0,0,0
"Traj30",0,0,0,0,0
"Traj29",0,0,0,0,0
"Traj28",0,0,0,0,0
"Traj27",0,0,0,0,0
"Traj26",0,0,0,0,0
"Traj25",0,0,0,0,0
"Traj24",0,0,0,0,0
"Traj23",0,0,0,0,0
"Traj22",0,0,0,0,0
"Traj21",0,0,0,0,0
"Traj20",0,0,0,0,0
"Traj19",0,0,0,0,0
"Traj18",0,0,0,0,0
"Traj17",0,0,0,0,0
"Traj16",0,0,0,0,0
"Traj15",0,0,0,0,0
"Traj14",0,0,0,0,0
"Traj13",0,0,0,0,0
"Traj12",0,0,0,0,0
"Traj11",0,0,0,0,0
"Traj9",0,0,0,0,0
"Traj8",0,0,0,0,0
"Traj7",0,0,0,0,0
"Traj6",0,0,0,0,0
"Traj5",0,0,0,0,0
"Traj4",0,0,0,0,0
"Traj3",0,0,0,0,0
"Traj2",0,0,0,0,0
"Traj1",0,0,0,0,0
"Trac",10,11,21,12,15
"Dad1",499,811,911,625,847
"Abhd4",1313,1674,2010,1433,2097
"Olfr49",0,0,2,1,0
"Gm43305",71,79,65,32,35
"Gm43304",0,0,0,0,0
"Gm3945",0,0,0,0,0
"5330426L24Rik",0,0,0,0,0
"Oxa1l",917,1202,1336,920,1144
"Slc7a7",42,71,82,36,65
"Mrpl52",422,688,597,650,682
"Mmp14",344,478,592,327,389
"5430430K15Rik",0,0,0,0,0
"Gm24424",0,0,0,0,0
"Gm10366",0,6,3,3,3
"Lrp10",735,1351,1578,936,1320
"Rem2",329,567,623,466,673
"Prmt5",1174,1672,1872,1188,1637
"Haus4",76,125,129,102,114
"Ajuba",44,90,106,57,80
"Gm24705",0,0,0,0,0
"4931414P19Rik",66,103,120,90,96
"Psmb5",2025,3295,3286,2678,3406
"Mir686",0,0,0,0,0
"Psmb11",4,11,10,3,11
"Cdh24",187,265,355,215,332
"Gm17606",0,0,0,0,1
"Acin1",1532,2570,2641,1630,2277
"Mir6948",0,2,0,2,1
"4930579G18Rik",21,28,37,17,24
"1700123O20Rik",360,530,556,370,513
"Gm29776",2,1,2,2,4
"Cebpe",0,0,1,0,1
"Slc7a8",1273,1518,1881,899,1439
"Gm17772",0,0,0,0,0
"Rnf212b",0,0,0,1,0
"Gm8865",0,0,0,0,0
"Homez",384,596,745,432,660
"Ppp1r3e",158,196,266,152,210
"Bcl2l2",2866,3650,4414,2274,3590
"Gm20521",0,0,0,0,0
"Pabpn1",624,1158,1212,582,875
"Slc22a17",13567,21639,22929,14663,19628
"Efs",211,374,468,282,411
"Il25",0,7,12,9,7
"Cmtm5",705,1201,1180,1146,1483
"Gm49130",2,4,8,0,5
"Myh6",9,20,18,12,28
"Mir208a",0,0,0,0,2
"Mhrt",3,2,6,2,3
"Myh7",265,358,366,207,228
"Gm29015",0,0,0,0,0
"Mir208b",0,0,0,0,0
"Gm17428",0,1,0,0,0
"Gm31251",0,2,0,1,0
"Ngdn",370,609,591,441,569
"Gm10364",2,3,1,1,0
"Zfhx2os",10,19,19,15,11
"Gm20687",4,2,0,0,0
"Zfhx2",596,807,1018,473,727
"Thtpa",222,291,361,184,250
"Ap1g2",62,98,103,58,96
"Jph4",8371,11674,14174,7602,12494
"Gm49020",0,0,0,0,0
"Gm23596",0,0,0,0,0
"Gm46455",0,0,0,0,0
"Dhrs2",3,0,1,0,0
"Gm49021",0,0,1,0,0
"Gm49022",0,0,0,0,0
"Gm6852",0,0,1,1,0
"Gm49023",0,0,0,0,0
"Gm8894",4,10,8,9,5
"Dhrs4",227,330,320,260,293
"Carmil3",539,638,855,398,631
"Cpne6",9705,13626,16414,9760,15670
"Nrl",22,43,44,36,51
"Gm10876",0,0,0,1,0
"Gm49117",0,0,0,0,0
"Pck2",655,908,1081,620,867
"A730061H03Rik",2,2,1,1,1
"Dcaf11",1728,2525,2876,1965,2486
"Gm15932",1,5,5,0,4
"Fitm1",1,0,0,1,0
"Psme1",797,1215,1242,989,1164
"Emc9",394,600,622,504,647
"Psme2",496,824,820,743,850
"Rnf31",391,520,723,402,509
"Irf9",108,188,249,145,187
"Rec8",48,131,65,102,86
"Ipo4",751,1167,1217,812,1022
"Gm49378",2,0,1,1,0
"Tm9sf1",455,750,902,446,732
"Gm49747",22,27,41,13,28
"Tssk4",13,4,9,5,10
"Gm49299",0,0,2,0,0
"Mdp1",1040,1556,1625,1279,1556
"Nedd8",1023,1625,1646,1429,1656
"Gmpr2",149,201,250,141,229
"Tinf2",253,383,383,262,332
"Gm49067",3,2,5,0,2
"Gm25887",1,1,0,0,0
"Tgm1",1,5,4,1,5
"Rabggta",854,1054,1214,938,1070
"Dhrs1",1327,1981,2181,1490,1969
"Nop9",221,370,373,251,352
"Cideb",24,36,29,35,46
"Ltb4r2",7,6,8,7,5
"Ltb4r1",2,9,4,1,3
"Adcy4",37,75,88,48,67
"Ripk3",10,11,5,10,11
"Nfatc4",32,43,76,31,51
"Nynrin",56,64,147,20,54
"Gm26751",0,0,0,0,0
"Cbln3",9,9,15,6,14
"Khnyn",335,438,649,263,418
"Sdr39u1",458,605,762,408,557
"Gm48925",0,0,0,0,0
"Cma1",1,5,4,0,1
"Mcpt-ps1",0,0,1,0,0
"Cma2",0,0,0,0,0
"Gm48927",0,0,0,0,0
"Gm48934",0,0,0,0,0
"Gm5801",0,4,3,3,2
"Mcpt1",0,0,0,0,0
"Mcpt9",0,0,0,0,0
"Mcpt2",0,1,2,0,0
"Mcpt4",1,2,5,0,0
"Mcpt8",0,0,0,0,0
"Mir6949",0,0,0,0,0
"Ctsg",0,0,1,0,1
"Gzme",0,0,0,0,0
"Gzmd",0,0,0,0,0
"Gzmg",0,0,0,0,0
"Gm9547",0,0,0,0,0
"Gzmn",0,0,0,0,0
"Gm4022",0,0,0,0,0
"Gm8961",0,0,0,0,0
"Gm8963",0,0,0,0,0
"Gzmf",0,0,0,0,0
"Gzmc",0,2,0,0,0
"Gm24118",0,0,0,0,0
"Gm4819",0,1,0,1,1
"Gzmb",0,0,0,3,0
"Gm48200",0,0,0,0,0
"Atp12a",0,0,0,1,1
"Gm10873",0,0,0,0,0
"Rnf17",13,9,16,10,11
"Gm24392",0,0,0,0,0
"Cenpj",44,86,77,40,72
"Gm22431",0,0,0,0,0
"Parp4",102,157,224,95,155
"Gm16573",0,0,0,0,0
"Gm4032",6,9,1,6,4
"Mphosph8",931,1349,1571,803,1207
"Gm16973",77,103,92,65,120
"Pspc1",657,963,1154,697,1023
"Gm4479",0,0,0,0,0
"Zmym5",542,837,996,504,781
"2410022M11Rik",56,102,122,90,99
"Gm48906",0,0,1,0,0
"Gm22498",0,0,0,0,0
"Gm27635",0,0,0,0,0
"Gm22218",0,0,0,0,0
"Gm8983",2,3,6,1,4
"Zmym2",1569,2067,2534,1358,2069
"B020004C17Rik",0,0,0,0,0
"Gja3",26,27,28,14,15
"Gjb2",251,243,384,145,301
"Gm4491",14,15,13,12,16
"Gjb6",1668,1833,2263,1171,1563
"Gm48725",0,0,0,0,0
"Gm8996",0,0,0,0,0
"Cryl1",182,243,258,190,271
"Gm23593",0,0,0,0,0
"Gm8971",2,1,3,1,3
"Gm29717",0,0,0,0,0
"Ift88",198,288,391,194,269
"Gm15836",0,0,0,0,0
"Ift88os",0,0,0,3,0
"Il17d",335,361,358,283,288
"Eef1akmt1",312,481,444,450,500
"1700039M10Rik",1,0,1,0,0
"Xpo4",278,357,475,221,380
"Gm49361",0,0,0,0,0
"Lats2",713,1364,1461,854,1385
"Gm26440",0,1,0,0,0
"Gm20430",0,1,0,1,0
"Sap18",1657,2457,2741,1937,2551
"Mir3077",0,0,0,0,0
"Ska3",20,34,35,21,30
"Mrpl57",621,843,883,717,863
"Gm22738",0,0,0,0,0
"Zdhhc20",762,1465,1486,833,1146
"Micu2",286,574,583,415,567
"3110083C13Rik",8,16,13,10,8
"Gm9012",0,0,0,0,0
"Fgf9",371,449,469,316,418
"Gm17109",0,0,0,0,0
"Gm18080",0,0,1,0,0
"Gm33321",0,0,0,0,0
"Gm25614",0,0,0,0,0
"Gm9022",0,1,0,0,0
"Rpl13-ps3",0,1,0,0,1
"Gm48447",0,0,0,0,0
"Gm33472",0,0,0,0,0
"Gm41162",0,0,0,0,0
"Gm48453",0,0,0,0,0
"1700129C05Rik",0,0,0,0,0
"Gm5142",0,0,0,0,0
"Rcbtb1",787,1240,1370,778,1265
"Gm6904",1,1,5,2,0
"Phf11a",0,1,0,0,1
"Phf11b",4,7,3,4,10
"Phf11d",3,6,12,7,7
"Phf11c",6,10,15,3,11
"Setdb2",87,100,102,65,94
"Gm16301",0,0,0,0,0
"Cab39l",443,1668,1842,1184,1464
"Cdadc1",917,1317,1462,920,1280
"Gm18073",1,2,0,4,3
"Shisa2",116,177,196,112,201
"Atp8a2",555,658,858,360,552
"Gm19716",0,0,0,0,0
"Gm9013",0,0,0,1,0
"4930563I02Rik",0,0,0,0,0
"Gm6913",0,0,0,0,0
"Gm16261",0,0,0,0,0
"Nupl1",1,0,0,0,0
"Gm49336",1205,1611,2116,969,1537
"Gm47694",25,47,66,26,57
"Mir719",0,0,1,0,0
"Mtmr6",2471,3439,4501,2167,3578
"Amer2",1296,1653,2389,1097,1694
"Gm6066",0,0,0,0,0
"Gm29266",1,1,3,2,2
"Gm47810",0,0,0,0,1
"Spata13",259,523,608,417,554
"C1qtnf9",9,21,21,6,19
"Mipepos",1,2,1,3,1
"Mipep",327,550,574,378,608
"Tnfrsf19",1151,1642,2034,1053,1644
"Gm41168",0,0,0,0,0
"Sacs",1270,1780,2516,1017,1749
"Sgcg",0,5,2,2,7
"Gm19097",0,0,1,0,0
"1700109G14Rik",0,0,0,0,0
"Arl11",10,14,26,14,15
"Gm5461",0,0,1,1,1
"Ebpl",249,374,399,261,408
"Gm25716",0,0,0,0,0
"Kpna3",2047,2720,3299,1753,2776
"Gm49298",0,3,0,0,0
"Rps12-ps2",0,0,0,0,0
"4930556J02Rik",1,3,4,1,2
"Spryd7",1212,1696,1928,1110,1478
"Vmn1r-ps136",2,0,0,0,0
"Gm4118",3,8,6,8,7
"Trim13",194,283,337,216,297
"Dleu2",54,98,106,58,90
"Kcnrg",13,15,13,11,15
"Gm27010",1,7,4,1,0
"Gm27845",0,0,0,0,0
"Gm26916",0,0,0,0,0
"Mir16-1",0,0,0,0,0
"Mir15a",0,0,0,0,0
"Gm27747",0,0,0,0,0
"Gm27972",0,0,0,0,0
"Gm27017",0,0,0,3,1
"Gm27928",0,0,0,0,0
"Gm37420",0,0,0,0,0
"Gm37472",0,1,1,0,1
"Gm37820",0,1,2,0,0
"Gm47952",0,0,0,0,0
"Gm47953",0,0,0,0,0
"Gm35419",0,0,0,0,0
"Gm26969",0,1,0,0,0
"Dleu7",123,133,159,115,113
"Rnaseh2b",83,121,101,110,132
"Gucy1b2",11,9,15,6,8
"Gm4131",0,0,1,0,0
"Gm6076",0,0,0,0,0
"Gm24625",0,0,0,0,0
"Gm5802",14,22,25,14,18
"Gm35595",9,3,11,4,3
"Fam124a",320,515,487,355,367
"Gm23816",0,0,0,0,0
"Serpine3",0,1,0,0,0
"Gm25162",0,0,0,0,0
"Ints6",434,673,836,384,608
"4931440J10Rik",1,4,5,5,3
"Gm18146",0,0,0,0,0
"Gm47505",0,1,5,0,4
"Gm26536",3,1,2,3,1
"Wdfy2",442,612,696,375,624
"Mir8098",0,0,0,0,0
"Mir6541",0,0,0,0,0
"n-R5s47",0,0,0,0,0
"Gm21021",0,0,0,0,0
"Defb48",0,0,0,0,0
"Defb47",0,2,1,2,0
"Defb43",0,0,0,0,0
"Gm19198",0,0,0,0,0
"Defb30",0,2,2,0,2
"Defb42",3,10,8,10,16
"Gm17941",0,0,0,0,0
"Gm23629",0,0,0,0,0
"Ctsb",10502,15690,17648,11728,15233
"Fdft1",1604,2203,2321,1703,2290
"Neil2",33,33,62,29,43
"Gata4",0,0,0,0,0
"Gm49390",0,0,0,0,0
"Gm5463",0,0,0,0,0
"Blk",0,0,0,0,0
"Gm21430",0,0,0,0,0
"Fam167a",30,89,117,65,77
"Gm47074",0,0,0,0,0
"Tdh",0,7,1,1,0
"Gm17232",0,0,0,0,0
"Mtmr9",1411,1638,2411,1109,1731
"Gm15918",0,0,1,0,0
"Xkr6",60,80,80,76,68
"Mir598",0,0,0,0,0
"Pinx1",73,119,133,98,106
"Sox7",39,49,70,43,48
"4930578I06Rik",0,0,0,0,0
"Rp1l1",0,1,1,0,0
"Prss55",1,0,1,0,1
"Prss51",0,1,1,0,0
"4930471C04Rik",4,3,0,0,2
"Prss52",0,3,3,0,0
"Gm17116",6,8,8,1,12
"9630015K15Rik",5,2,4,1,0
"Msra",569,923,930,736,909
"Gm47202",11,26,30,16,33
"Mir124a-1hg",418,832,1166,402,669
"Mir124a-1",0,0,0,0,0
"Mir3078",0,0,0,0,0
"Kif13b",536,918,958,618,931
"Gm26225",0,0,0,0,0
"Hmbox1",642,936,1238,639,872
"Gm37183",0,0,0,0,0
"Gm20111",0,0,0,0,0
"Gm4573",0,0,0,0,0
"Ints9",218,300,317,235,265
"Extl3",2632,3375,4374,2150,3126
"Gm48299",0,0,0,0,0
"Gm30008",0,0,2,0,1
"Gm41177",0,0,1,0,2
"Fzd3",1488,1884,2466,1039,1614
"Gm27263",0,0,0,0,0
"Gm9086",0,0,1,0,0
"Fbxo16",102,155,171,119,138
"Gm48433",1,0,1,1,2
"Gm48449",0,1,1,1,1
"Zfp395",164,260,320,153,225
"Pnoc",179,278,214,215,171
"Elp3",1608,2122,2320,1523,2215
"Nuggc",0,1,1,1,2
"Scara5",5,76,76,47,60
"Pbk",18,15,11,13,17
"Esco2",0,1,1,2,2
"Ccdc25",708,1084,1254,798,1004
"Scara3",654,748,875,640,806
"Gm19222",0,0,0,0,0
"Clu",21374,31988,34447,24595,29699
"Gulo",0,0,3,1,0
"Adam2",1,1,0,0,0
"Gm10233",0,0,0,0,0
"Ephx2",352,520,576,426,605
"Chrna2",19,38,40,32,26
"Ptk2b",14621,22910,27280,17162,26966
"1700001G11Rik",9,10,10,7,12
"Trim35",3288,4715,6038,3094,5114
"Gm41183",1,0,1,0,4
"Stmn4",3599,5666,5420,4660,5426
"Gm23899",0,0,0,0,0
"Adra1a",77,103,155,42,71
"Gm10032",0,0,0,1,0
"Gm9130",0,0,0,0,1
"Dpysl2",4394,5783,6006,4591,5939
"Gm5464",0,3,9,2,1
"Pnma2",1378,1801,2307,1141,1947
"4930578I07Rik",0,0,0,1,0
"Gm9570",0,0,1,1,0
"Gm24258",0,0,1,0,0
"Bnip3l",2503,3568,4056,2402,3485
"Ppp2r2a",1964,2866,3114,2066,2810
"Gm27647",0,0,0,0,0
"Gm30806",0,1,0,0,0
"Gm20675",0,0,0,0,0
"Ebf2",7,29,15,42,14
"Gm23178",0,0,0,0,0
"Gm6878",0,0,0,0,0
"1700120O09Rik",0,0,0,0,0
"4930438E09Rik",0,0,0,0,0
"Gm10860",0,0,0,0,0
"Gm38409",0,0,0,0,0
"Gm24981",0,0,0,0,0
"Gm47010",0,0,0,0,0
"AC093020.1",2,1,0,1,2
"Cdca2",4,3,3,5,8
"Kctd9",171,246,329,170,242
"Gnrh1",2,4,1,1,2
"Dock5",116,249,335,171,227
"Mir6539",0,1,0,0,0
"Gm31107",2,4,2,1,3
"Nefm",4060,5688,6596,4088,5138
"Nefl",7816,11254,13093,8248,12528
"Gm19216",0,0,0,0,0
"Gm22319",0,0,0,0,0
"Gm47212",0,0,0,0,0
"Gm31227",0,1,0,0,0
"Adam7",0,2,0,0,1
"Adamdec1",1,1,1,1,0
"Adam28",1,2,0,0,2
"Gm46476",0,0,0,0,0
"Gm47256",0,1,0,0,0
"Gm41192",2,2,3,3,0
"Stc1",44,60,110,42,72
"Rps2-ps5",0,0,1,1,0
"1700092C10Rik",0,0,0,0,0
"Nkx2-6",0,0,0,0,0
"Nkx3-1",32,31,37,20,26
