"","Veh1","Veh2","STZ1","STZ2","STZ3"
"Gm7572",0,0,0,0,0
"Gm27006",0,0,0,0,0
"Gm2467",0,0,0,0,0
"Gm27005",0,0,0,0,0
"Gm6085",17,19,10,8,9
"Gm8825",0,0,4,2,0
"Gm5350",0,0,0,0,0
"Gm27007",0,0,0,0,0
"Gm27008",17,18,33,12,23
"9530085P06Rik",2,2,4,0,0
"Gm26956",0,0,0,0,0
"Gm4654",18,8,8,13,11
"Bin2",259,242,421,278,480
"Gm2445",14,11,14,8,10
"Gm26957",0,0,0,0,0
"Gm8816",0,0,0,0,0
"Gm7191",0,0,0,0,0
"Gm26960",6,1,10,5,3
"Gm26959",3,5,2,3,2
"Gm5914",68,69,70,77,70
"Gm27038",108,88,93,94,86
"Gm27039",0,0,0,0,0
"Gm4518",14,16,5,7,9
"Gm27036",0,0,0,0,0
"Gm9578",0,0,0,0,0
"Gm27037",0,0,0,0,0
"Gm4665",0,0,0,0,0
"Gm3693",63,87,99,82,75
"Gm27040",49,53,81,61,61
"Gm17797",0,0,0,0,0
"Gm26989",0,0,0,0,0
"Rassf10",79,68,100,58,101
"Rnf113a2",624,570,682,562,610
"Gm6946",0,0,0,0,0
"Gm8513",3,8,6,11,7
"Gm26919",0,0,0,0,0
"Gm9081",0,0,0,0,0
"Gm26988",1,8,2,0,0
"Gm26938",0,0,0,0,0
"Gm6944",2,0,0,4,0
"Gm7507",0,2,2,0,0
"Gm26937",0,0,1,0,0
"1700029N11Rik",0,0,0,0,0
"Gm26936",0,3,0,0,0
"Gm26935",182,165,175,170,153
"Gm17798",0,0,0,0,0
"Gm2193",2,0,2,0,0
"4921515E04Rik",0,0,0,0,1
"Gm10292",0,0,0,0,0
"Gm27025",0,0,0,0,0
"Gm27024",0,0,0,0,0
"Gm5787",0,2,2,0,2
"Gm27022",0,0,0,0,0
"Gm27023",1,0,0,0,0
"Gm9022",0,12,0,0,2
"Gm4804",21,10,11,25,15
"Gm21614",0,0,0,0,0
"Gm26974",41,58,93,59,58
"Gm26975",0,0,0,0,0
"Gm26976",0,0,2,0,0
"Gm6216",0,0,0,0,0
"Gm5493",7,5,10,9,13
"Gm26977",0,0,0,0,0
"Gm26978",0,5,4,4,1
"Gm18848",0,0,0,0,0
"Gm5205",0,0,0,0,0
"Gm3890",0,0,0,1,0
"Gm9621",0,0,0,0,0
"Gm26973",0,2,0,2,0
"Gm26923",0,0,0,0,0
"Gm8183",0,0,2,3,0
"Gm7545",0,0,1,2,0
"Ccdc166",381,327,341,321,372
"Gm4823",0,0,0,0,0
"Yam1",159525,184403,192099,180117,195085
"Gm8709",0,0,0,0,0
"Gm5430",0,0,0,4,0
"Rps12l2",4,2,4,2,2
"Gm27010",265,257,295,300,266
"Gm27011",2,0,0,0,0
"Gm9146",0,0,0,0,0
"Gm7132",0,0,0,0,0
"Gm8927",5,0,0,0,0
"Sowahc",2425,3177,1487,1208,1787
"Gm8604",0,0,2,0,0
"Gm5210",0,0,1,0,0
"Gm26962",0,0,0,0,0
"Gm3534",14,10,7,6,10
"Gm26963",0,0,0,2,0
"Gm7286",0,0,0,0,1
"Gm7693",0,0,0,0,0
"Gm26964",8,0,13,5,9
"BC051537",5,11,6,6,14
"Gm9169",15,13,17,9,6
"Gm9358",7,10,16,9,9
"Gm7763",0,0,0,0,0
"Gm26983",0,0,0,0,0
"B830012L14Rik",1627,1544,1870,1949,1724
"Gm9568",0,2,0,0,0
"Gm26984",88,113,218,203,76
"Gm9149",0,0,0,0,0
"A430106G13Rik",442,400,469,458,401
"Arl14",0,0,0,0,0
"Gm8349",17,3,9,1,11
"Gm8245",0,0,0,0,0
"Gm5224",0,1,0,0,0
"Gm27045",5,0,4,0,4
"Gm20997",0,0,0,0,0
"Gm27044",0,0,0,0,0
"Gm27047",0,0,0,2,0
"Gm7069",0,0,0,0,0
"Gm5181",0,0,0,0,0
"Gm27046",5,8,3,2,4
"Gm27043",0,0,0,0,0
"Gm7481",0,1,2,0,0
"Gm27030",74,80,87,88,49
"Gm8318",0,2,0,0,0
"Gm4891",0,0,0,0,0
"Gm7985",0,0,2,0,0
"Gm9556",0,0,0,0,0
"Gm5272",0,0,0,0,0
"Gm4812",0,0,0,0,0
"Gm21070",0,0,0,0,0
"Gm7719",0,0,0,0,0
"1700095B10Rik",0,0,0,0,0
"Gm6463",0,0,0,0,0
"Gm3671",3,4,3,0,4
"Gm26954",2,1,0,2,0
"Snhg6",657,735,706,707,767
"Gm7497",14,15,18,23,10
"Gm7734",2,10,1,8,6
"Gm7577",0,0,0,0,0
"Gm8756",2,3,5,4,2
"Gm4575",7,4,1,4,6
"H2-Pa",0,0,0,2,1
"Gm26929",0,0,0,0,0
"Gm4258",438,434,464,538,400
"Gm26928",0,0,0,0,0
"Gm26927",0,0,2,1,2
"Gm7627",0,0,0,0,0
"Mir7220",198,161,192,169,169
"Gm27222",0,0,0,0,0
"Gm27330",0,0,0,0,0
"Mir7656",0,1,4,2,0
"Mir6361",0,0,0,0,0
"Mir7219",0,0,0,0,0
"Gm27611",0,0,0,0,0
"Gm27223",0,0,0,0,0
"Gm27169",0,0,0,0,0
"Mir6369",0,0,1,0,0
"Gm27616",52,43,43,39,46
"Gm27522",0,0,0,1,0
"Gm27521",0,0,0,0,0
"Gm27520",2,3,0,0,1
"Mir6938",1,2,2,3,2
"Mir6414",1,1,2,0,0
"Gm27517",0,0,0,0,0
"Gm27516",0,0,0,0,0
"Mir7060",0,0,0,0,1
"Gm27514",0,0,0,0,0
"Mir8094",11,14,9,12,5
"Gm27221",0,0,0,0,0
"Gm27828",25,31,23,17,18
"Gm27233",0,0,0,0,0
"Mir6346",0,0,0,0,0
"Rpl24",53,38,36,53,57
"Gm18014",0,0,0,0,0
"Mir6358",0,0,0,0,0
"Gm27173",0,0,0,0,0
"Mir6908",2,4,2,2,3
"Mir7687",18,10,14,14,11
"Gm27529",2,1,0,2,4
"Mir6936",0,0,0,0,0
"A330093E20Rik",42,45,49,39,56
"Mir7670",0,0,0,0,0
"Mir8091",76,75,99,68,78
"Mir6355",0,0,0,0,0
"Mir6900",4,3,5,2,3
"Mir6715",0,0,0,0,0
"Gm27171",3,1,1,6,3
"Mir6973a",1,1,0,1,0
"Gm27194",0,2,0,0,0
"Mir6991",14,9,9,7,8
"Gm27204",0,0,0,0,0
"Gm19872",0,0,0,0,0
"Mir6918",1,4,1,0,1
"Mir6980",0,0,0,0,0
"Gm27970",0,0,0,0,0
"Mir7224",42,32,38,35,52
"Mir6540",7,1,7,0,3
"Gm28039",0,0,0,0,0
"Gm27459",0,1,0,0,0
"1700027I24Rik",1,2,3,3,4
"Gm27781",5,6,8,5,3
"Gm28040",0,0,0,0,0
"Gm27460",0,0,0,0,0
"Gm27782",18,16,8,11,15
"Gm27256",0,0,0,0,0
"Mir8118",12,14,16,17,17
"Gm27191",0,0,0,0,0
"Gm27953",0,0,1,3,0
"Nr1h2-ps",0,0,0,0,0
"Gm27952",0,0,0,0,0
"Mir21b",15,17,24,20,16
"Mir7683",0,1,0,0,0
"Mir6926",0,0,0,0,0
"1190002F15Rik",0,2,0,1,6
"Mir7038",2,3,3,3,3
"Vis1",8,10,7,11,17
"5830468F06Rik",4,0,0,0,4
"Gm27275",0,0,0,0,0
"Mir7048",11,3,3,0,1
"Dlx6os1",32,12,21,12,14
"Mir7087",1,2,5,5,4
"Gm27271",26,21,20,29,13
"Mir6966",0,0,0,0,0
"Gm27257",0,0,0,0,0
"Mir7069",0,0,0,0,0
"2310009A05Rik",610,584,621,540,608
"Gm27158",0,0,0,0,0
"Mir7043",2,0,0,0,0
"Gm27156",0,0,0,0,0
"Mir6388",0,0,0,0,0
"Mir6941",6,6,11,4,4
"Mir6977",0,0,0,0,0
"Gm27253",36,36,46,44,51
"Mir6944",0,1,0,0,0
"Gm27849",1,1,0,0,0
"Mir6240",0,0,0,0,0
"Mir3473f",1,0,1,2,2
"Gm27847",1,0,0,1,0
"Mir6986",0,0,0,0,0
"Mir6339",0,0,0,0,0
"Btg1-ps2",0,0,0,0,0
"Gm27711",24,17,28,22,22
"Gm27551",6,8,10,6,8
"Gm27507",0,0,0,0,0
"Mir7057",0,0,0,0,0
"Gm18778",0,0,0,0,0
"Gm27553",0,2,3,4,5
"Gm27552",0,0,0,0,0
"Mir7094-2",0,0,0,0,0
"Gm27164",0,0,0,0,0
"Mir7649",0,0,0,0,0
"4930535O05Rik",0,0,0,0,0
"Mir7086",0,3,1,1,0
"Mir130c",0,0,0,0,0
"Mir6993",12,8,13,15,10
"Gm27646",0,0,0,0,0
"Gm27647",0,0,0,0,0
"Mir145b",0,0,0,0,0
"Gm27645",0,0,0,0,0
"Gm27648",0,0,1,1,1
"Gm2274",0,0,0,0,0
"Gm19541",2,0,0,0,0
"Gm28037",0,0,0,0,0
"Gm27679",0,0,0,0,0
"Gm28043",239,220,207,274,213
"Mir6907",14,15,15,18,10
"Gm27864",0,0,0,0,0
"Mir6347",0,0,0,0,0
"Mir6939",0,2,7,6,3
"Mir7225",0,0,0,0,0
"Gm27260",0,0,0,0,0
"Gm27197",16,27,28,23,17
"Gm27500",0,0,0,0,0
"Gm27181",0,0,0,0,0
"Pet117",0,0,0,0,0
"Mir8109",3,5,6,5,8
"Mir6983",0,0,0,0,0
"Gm3434",2,4,0,0,2
"Gm27208",0,0,0,0,1
"Gm28001",0,0,0,0,0
"Gm28000",0,0,0,0,0
"Gm27999",0,0,0,0,0
"Gm27998",0,0,0,0,0
"Gm27997",0,0,0,0,0
"Mir7669",33,34,53,34,34
"Gm27995",0,0,0,0,0
"Mir7680",0,0,0,0,0
"Mir6377",0,0,0,0,0
"Gm27409",0,0,0,0,0
"Gm27415",0,0,0,0,0
"Gm8086",62,66,84,70,76
"Gm27414",0,0,0,0,0
"Mir7222",0,0,0,0,0
"Mir6348",0,0,0,0,0
"Mir6237",0,0,0,0,0
"Gm27410",0,0,0,0,0
"Mir1957b",0,0,1,0,0
"Gm7870",0,0,0,0,0
"Mir6990",0,0,0,0,0
"Mir6909",0,0,0,1,0
"Mir6928",24,24,27,23,25
"Mir7117",0,0,0,0,0
"Mir6379",0,0,0,0,0
"Gm27723",0,0,0,0,0
"Mir6963",0,0,0,0,0
"Gm27249",0,1,0,0,2
"Gm27190",0,0,0,0,0
"Mir7016",1,7,5,2,5
"Gm27993",0,0,0,0,0
"Gm27202",2,6,0,0,2
"Gm24949",0,0,0,0,0
"Gm27149",0,0,0,0,0
"Gm2260",0,0,0,0,0
"Gm27226",0,0,0,0,0
"Gm27494",0,0,0,0,0
"Mir7666",36,33,50,44,36
"Gm27493",3,5,2,2,5
"Mir6391",3,2,3,3,7
"2010110E17Rik",7,13,9,11,9
"Gm27492",0,0,0,0,0
"Gm27490",0,0,0,0,0
"Mir195b",0,0,0,0,0
"Gm27178",0,0,0,0,0
"Hm629797",132,107,112,104,123
"Mir6537",0,0,0,0,0
"Mir6959",10,8,5,5,8
"Mir7681",0,0,0,0,0
"Gm27811",0,0,0,0,0
"Mir6972",0,0,0,0,0
"Mir7242",6,7,5,10,13
"Gm27184",23,27,26,19,19
"Mir6362",0,0,0,0,0
"Gm7467",63,67,63,79,61
"Mir6952",0,0,0,0,0
"Gm27501",0,0,0,0,0
"Mir6997",6,3,8,7,5
"Mir7032",0,0,0,0,0
"Gm27428",0,0,0,0,0
"Gm12117",24,15,29,25,12
"Mir8097",0,0,0,0,0
"Mir6971",0,0,0,0,0
"Gm27308",0,0,0,0,0
"Mir6970",0,0,0,0,0
"Gm27213",0,0,0,0,0
"Gm27694",0,0,0,0,0
"Cphx2",0,0,0,0,0
"Mir7002",4,3,1,1,2
"Mir1668",0,0,0,0,0
"Gm27350",4,4,3,7,13
"Gm27591",0,0,0,0,0
"Gm27186",7,2,6,2,5
"Gm27170",0,0,0,0,0
"C1rb",0,0,0,0,0
"Gm27203",0,0,0,0,0
"Gm27887",0,0,0,0,0
"Mir7083",0,0,0,0,0
"Mir6919",1,4,2,0,2
"Mir6982",86,65,85,70,89
"Gm27852",0,0,0,0,0
"Gm27853",0,0,0,1,0
"Gm27851",0,0,0,0,0
"Gm27263",6,4,7,8,4
"Mir6387",7,12,10,10,5
"Gm27387",1,0,0,0,0
"Mir6363",0,0,0,0,0
"Mir7078",7,8,2,7,9
"Gm27280",0,0,0,0,0
"Gm6956",0,0,0,0,0
"Gm27385",0,1,0,0,0
"Mir6899",8,1,5,1,2
"Pla2g4b",71,73,88,73,79
"Mir7678",0,0,0,1,0
"Mir7089",1,2,1,2,1
"Gm27688",5,5,5,14,7
"Gm19353",130,139,143,152,128
"Mir6383",0,0,0,0,0
"Gm27690",0,0,0,0,0
"1810026B05Rik",1150,1089,1021,1232,1179
"Mir6932",4,6,5,6,5
"Mir8099-2",1,1,2,3,0
"Mir6975",7,7,12,7,1
"Mir6396",0,1,0,0,1
"Gm19272",0,0,0,0,0
"Gm27511",0,0,0,0,0
"Gm27937",0,0,0,0,0
"Mir6351",3,6,2,1,0
"Gm14496",0,0,0,0,0
"Gm18048",8,4,9,4,16
"Gm27935",0,0,0,0,0
"Gm18044",0,0,0,0,0
"Rgs21",0,0,0,0,0
"Mir6968",0,0,0,0,0
"Mir7072",0,0,0,0,0
"Mir6399",16,25,40,18,24
"Gm27663",0,0,0,0,0
"Gm27195",0,0,0,0,0
"Mir7651",19,28,26,28,19
"Gm27668",0,0,0,0,0
"Gm27166",0,0,1,1,0
"Gm27212",0,0,0,0,0
"Mir7243",10,4,4,10,7
"Mir6412",0,0,0,0,0
"Gm19015",0,0,0,0,0
"Gm27365",5,14,6,12,8
"Gm27366",0,0,0,0,0
"Mir6961",0,0,0,0,0
"Zfp572",3,4,2,2,1
"Gm27362",0,0,0,0,0
"Gm28051",0,0,0,0,0
"Mir7041",4,1,1,1,1
"Mir7065",4,0,3,1,0
"Mir6373",0,0,0,0,0
"Gm27167",3,2,5,2,3
"Gm27869",0,1,0,0,0
"Gm27868",0,0,0,0,0
"Gm27867",0,0,0,0,0
"Gm27866",0,0,0,0,0
"Mir133c",0,0,0,0,0
"Mir7059",1,4,2,5,1
"Gm27535",0,0,0,0,0
"Gm27532",0,0,0,0,0
"Gm27533",0,0,0,0,0
"Mir7211",0,0,0,0,0
"Mir6921",0,0,0,0,0
"Mir6996",3,2,1,2,0
"Gm5269",2,2,0,0,0
"Mir7079",0,0,0,0,0
"Gm27217",4,4,4,5,0
"Mir3569",3,6,7,7,5
"Mir6341",0,0,0,0,0
"Kctd12",21882,19728,22022,19172,23757
"Mir7049",2,1,3,2,0
"Gm15013",2,0,0,2,0
"Gm27530",0,0,0,0,0
"Gm27154",0,0,0,0,0
"Mir6910",0,0,0,0,0
"Mir6402",36,18,23,47,33
"Gm27259",0,0,0,0,0
"Gm27760",0,1,0,0,0
"Gm27761",0,0,0,0,0
"Gm27762",0,0,0,0,0
"Mir6987",1,1,2,1,1
"Mir7020",2,3,1,1,2
"Gm27444",0,0,0,0,0
"Gm27443",0,0,0,0,0
"Gm27232",0,0,0,0,2
"Mir7037",0,0,0,0,0
"Gm27446",7,4,12,5,3
"Gm27445",5,1,2,3,3
"Gm27449",0,0,0,0,0
"Mir6937",4,7,2,4,1
"Mir7023",0,0,0,0,0
"Mir7080",0,0,0,0,0
"Mir7044",8,3,3,6,4
"Gm27910",0,0,0,0,0
"Gm27775",0,0,0,0,0
"Mir6340",0,0,0,0,0
"Gm27353",181,147,169,183,197
"Gm1113",0,0,0,0,0
"Gm27631",0,0,0,0,0
"Mir6917",0,0,0,0,0
"Mir7064",1,1,5,6,0
"Gm27628",0,0,2,1,0
"Gm27957",3,3,1,0,5
"Mir7226",0,0,0,0,0
"Mir6418",0,0,0,0,0
"Pou6f1",0,0,0,0,0
"Gm27627",0,0,0,0,0
"Mir6929",0,0,1,0,2
"Gm27297",0,0,0,0,0
"Mir6946",3,1,2,2,5
"Gm27798",0,0,0,0,0
"Gm27295",0,0,0,0,0
"Mir6903",0,0,0,1,2
"Mir6360",0,0,0,0,0
"Mir6981",0,0,0,0,0
"Gm9872",0,0,0,0,2
"Mir6343",0,0,1,1,0
"Mir6241",0,2,0,0,1
"Mir6931",1,1,6,2,1
"Gm27301",0,0,0,0,0
"Gm27300",0,0,0,0,0
"Gm27299",7,6,8,13,6
"Mir6401",0,0,0,0,0
"Gm27209",0,2,0,0,2
"Gm27740",0,0,0,0,0
"Gm27974",0,0,0,0,0
"Mir8112",67,55,57,50,68
"Mir7036",0,0,0,0,0
"Mir6953",0,0,0,0,0
"Gm27972",0,0,0,0,0
"4930524O08Rik",0,0,0,0,0
"Gm27976",6,2,7,5,1
"Gm27975",0,2,2,0,1
"Gm27198",6,11,0,0,0
"Mir6957",0,0,0,0,0
"Mir7665",2,0,0,2,1
"Mir8096",0,0,0,0,0
"Gm27741",0,0,0,0,0
"Gm27742",0,0,0,0,0
"Gm27743",0,0,1,0,0
"Gm14214",0,0,0,0,0
"Rnu3b4",0,0,0,0,0
"Gm27977",0,1,1,0,0
"Gm27183",0,0,0,0,0
"Gm27201",0,0,0,0,0
"Mir7084",0,0,0,0,0
"Mir6239",0,0,0,0,0
"Gm27199",2,2,4,0,2
"Gm28048",0,0,0,0,0
"Mir6999",12,17,12,17,20
"Gm27671",0,0,0,0,0
"Gm27672",15,11,8,6,9
"Gm27676",4,9,6,5,10
"Mir7011",0,0,0,0,0
"Mir7028",2,2,2,1,0
"Gm27675",0,0,0,0,0
"Mir6338",0,0,0,0,0
"1110015O18Rik",48,54,51,45,35
"Mir6336",93,70,82,90,88
"Mir7052",21,24,32,20,25
"Gm27582",0,0,0,0,0
"Mir6958",0,0,0,0,0
"Gm27588",42,44,25,38,25
"Gm27587",0,0,0,0,0
"Mir6950",0,0,0,0,0
"Gm27585",0,0,0,0,0
"Gm27210",4,3,5,3,3
"Gm27580",0,1,0,0,0
"Gm27818",2,1,1,3,1
"Mir7075",0,0,0,0,0
"Mir6911",6,6,5,6,15
"Gm27813",20,28,27,20,34
"Mir6364",1,3,2,2,1
"Mir6359",0,0,0,0,0
"Mir7684",0,0,0,0,0
"Mroh6",20,15,13,13,20
"Mir7688",1,0,0,0,0
"Mir6898",0,0,0,0,1
"Otx2os1",70,108,2,4,4
"Gm27817",0,0,0,0,0
"Gm27246",1,0,2,1,0
"Gm27224",0,0,0,0,0
"Mir6973b",0,0,0,0,0
"Mir7k",0,0,0,0,0
"Gm27820",0,1,0,0,0
"Mir6345",11,15,17,14,16
"Gm27316",0,0,0,0,0
"Gm27317",3,2,0,1,0
"Gm28041",0,0,2,0,2
"Gm27619",10,5,1,4,2
"Gm27506",0,0,0,0,0
"Gm27618",0,0,0,0,0
"Gm27617",1,3,4,2,2
"Gm27315",0,0,0,0,0
"Mir6960",0,0,0,0,0
"Gm27525",0,0,0,0,0
"Mir6914",0,2,0,1,1
"1500015A07Rik",312,300,322,340,350
"Gm27527",14,9,18,14,13
"Mir6934",1,0,0,3,0
"Gm3428",0,0,0,0,0
"Mir6979",0,2,2,2,4
"Gm27236",14,17,13,9,13
"Gm27252",24,27,26,29,12
"Gm27528",0,0,0,0,0
"Mir7067",0,0,0,0,0
"Gm28030",0,0,0,0,0
"Mir7010",2,0,4,1,3
"Rps2-ps5",2,2,2,0,0
"Mir7663",43,34,35,43,42
"Gm28053",1,0,0,1,0
"Gm28033",0,0,1,0,2
"Gm28032",0,0,0,0,0
"Mir496b",0,0,0,0,0
"Mir7212",9,8,18,18,14
"Gm27239",23,24,13,33,14
"Mir6357",0,1,1,0,0
"Gm27331",0,0,0,0,0
"Gm27332",70,55,80,64,85
"Gm27335",0,0,0,0,0
"Mir6417",9,16,12,12,9
"1700017I07Rik",0,0,0,0,0
"Gm27336",0,0,0,0,0
"Gm27200",4,10,6,10,4
"Mir6407",8,9,16,5,12
"Mir7027",11,6,12,4,7
"Gm27834",6,3,5,3,1
"Gm27833",40,34,37,51,35
"Mir6335",32,22,38,43,31
"Mir7005",0,0,0,0,0
"Gm27838",0,0,0,0,0
"Mir7014",0,0,0,0,0
"Gm27151",36,30,39,26,35
"Gm27475",0,0,0,0,0
"Gm27172",5,4,3,3,0
"Gm27476",0,0,0,0,0
"Gm27927",0,0,0,0,0
"Gm27214",0,0,0,0,0
"Gm27825",0,0,0,0,0
"Gm27216",0,0,0,0,0
"Gm27189",0,0,0,0,0
"Gm27477",0,0,0,0,0
"Gm27653",49,69,59,50,40
"Mir7672",0,0,0,0,0
"Mir6897",4,2,1,6,0
"Gm28045",0,1,1,1,2
"Gm27651",0,0,0,0,0
"Mir378d",0,5,3,2,1
"Gm27313",0,0,0,0,0
"7630403G23Rik",57,73,31,53,13
"Mir7063",8,5,8,9,8
"Gm27247",297,251,276,272,277
"Gm18821",0,0,0,0,0
"Mir7045",0,0,0,0,0
"Nkx2-2os",0,0,0,0,0
"Mir7667",6,4,2,1,1
"Mir7685",0,0,0,0,0
"Mir6386",0,0,0,0,0
"Gm27755",0,0,0,0,0
"Gm27207",0,0,0,0,1
"Mir8103",11,8,15,17,10
"Gm27440",0,0,0,0,0
"Mir6538",10,6,12,10,6
"Gm27441",0,0,0,0,0
"Gm27179",0,0,0,0,0
"Mir6930",0,0,0,0,0
"Gm27435",0,0,0,0,0
"Gm27438",0,0,0,0,0
"Gm27437",0,0,0,0,0
"Gm27231",0,0,1,1,1
"Gm8602",0,0,0,0,0
"Mir6390",118,125,144,123,109
"Gm28044",1,0,1,2,2
"Gm19255",0,0,0,0,0
"Mir7050",0,0,0,0,0
"Gm27174",0,0,0,0,0
"Mir6395",0,0,0,0,0
"Mir6995",4,3,8,9,5
"Mir7088",0,0,0,0,0
"Gm27342",0,0,0,0,0
"Jmjd7",21,34,37,31,21
"Mir6942",21,20,16,23,18
"Gm27402",33,28,26,42,32
"Gm27401",0,0,0,0,0
"Gm27286",0,0,0,0,0
"Gm28038",0,0,0,0,0
"Gm27403",0,0,0,0,0
"Gm27163",0,0,0,0,0
"Mir6344",0,0,0,0,0
"Gm27288",0,0,0,0,0
"Trgj4",0,0,0,0,1
"Gm27244",0,0,0,0,0
"Gm27255",0,1,1,0,2
"Mir7046",0,0,0,0,0
"Gm27468",10,4,7,8,6
"Gm27470",0,0,0,0,0
"Mir300",83,74,79,72,72
"Mir7009",0,0,0,0,0
"Gm27471",0,0,0,0,0
"Mir6913",0,0,0,1,1
"Mir7578",1,5,7,11,4
"Gm27326",14,15,18,23,9
"Igkv19-93",0,2,0,0,0
"Gm27785",0,0,0,0,0
"Gm27786",0,0,0,0,0
"Mir6409",0,0,0,0,0
"Gm27783",0,0,0,0,0
"Gm27784",0,0,0,0,0
"Gm27284",0,0,0,0,0
"Gm27397",12,25,28,18,19
"Mir7039",4,0,3,2,1
"Mir8111",1,0,1,2,4
"Mir7006",0,0,0,0,0
"Gm27285",2,0,0,0,0
"Mir7677",0,1,0,0,0
"Gm27399",5,3,8,5,4
"Gm27283",1,2,0,0,0
"Mir6354",0,0,0,0,0
"Mir7024",0,1,0,0,0
"Mir7119",0,0,0,0,0
"Kdm4dl",32,33,25,44,35
"Mir6349",0,1,0,0,0
"4932415M13Rik",0,0,0,0,0
"Gm27572",0,0,1,0,0
"Gm20111",0,0,0,0,0
"Mir381",73,74,104,65,78
"Mir7054",3,1,3,4,3
"Mir7679",0,0,0,0,0
"Gm27907",0,0,0,0,0
"Gm27240",1,0,0,0,0
"Mir6992",0,0,0,0,0
"Gm27894",0,0,0,0,0
"Gm27905",0,0,0,0,0
"Gm27235",0,0,0,0,0
"Gm27893",0,0,0,0,0
"Gm27892",0,0,0,0,0
"Gm27390",0,0,0,0,0
"Mir6353",19,19,13,17,19
"Gm27392",0,0,0,0,0
"Gm27393",0,0,0,0,0
"Gm5118",1,0,0,2,0
"Mir6923",0,0,0,0,0
"Mir8113",0,0,0,0,0
"Gm27395",0,0,2,0,0
"Mir6541",7,9,11,16,12
"Gm27389",2,0,0,0,0
"Gm27704",0,0,0,0,0
"Gm27182",0,0,0,0,0
"Mir6378",0,0,0,0,0
"Mir8101",0,0,0,0,0
"Gm27703",0,0,0,0,0
"Gm27702",0,1,0,0,0
"Mir6539",5,1,3,2,2
"Gm27463",0,0,0,0,0
"Gm27466",0,0,0,0,0
"Gm27465",0,0,0,0,0
"Mir6381",0,0,0,0,0
"Mir7668",4,1,1,1,2
"Gm27960",15,15,14,6,5
"Gm27211",1,0,3,0,1
"Mir6350",0,0,0,0,0
"Gm27959",0,0,0,0,0
"Gm27964",0,0,0,0,0
"Mir7675",15,14,13,5,7
"Gm27238",16,12,11,5,11
"Mir6927",0,0,0,0,0
"Mir6392",18,18,20,21,15
"Gm27430",0,0,0,0,0
"Mir7689",1,0,0,0,0
"Mir7659",15,5,6,6,9
"Mir6385",1,1,0,0,1
"Mir6413",0,0,0,0,0
"Gm18486",0,0,0,0,0
"Gm27206",13,9,5,10,14
"Mir7008",3,2,2,2,0
"Gm27753",0,0,0,0,0
"Gm17828",4,4,4,8,2
"Gm27234",0,0,0,0,0
"Gm21013",0,0,0,0,0
"Mir3473g",23,21,22,38,30
"Gm19013",0,0,0,0,0
"Gm27754",11,16,5,7,6
"Gm27839",0,0,0,0,0
"Gm18190",343,314,363,373,354
"Gm28023",0,0,0,0,0
"Gm28022",0,0,0,0,0
"Mir6998",7,2,6,6,7
"Zfp953",260,274,308,252,263
"Mir7652",0,0,0,0,0
"Mir7082",0,0,0,0,0
"Gm27931",0,0,0,0,1
"Gm27161",1,0,0,0,0
"Mir6416",0,0,0,0,0
"1500004A13Rik",8223,8320,9922,9088,7860
"Gm27747",0,0,0,0,0
"Rpl15-ps2",2,4,0,0,0
"Gm27749",0,0,0,0,0
"Mir7654",0,0,0,0,0
"Mir6481",0,0,0,0,0
"Mir8102",2,1,7,5,1
"Gm27427",0,1,0,0,0
"Mir8106",5,6,7,9,5
"Tmem185b",938,939,1027,919,936
"Gm27245",0,0,0,0,0
"Rnu3b2",0,0,0,0,0
"Mir6904",13,7,14,16,16
"Mir6988",0,0,0,0,0
"Mir6400",3,5,7,8,6
"Mir8099-1",0,0,0,0,0
"Mir6410",0,0,0,0,0
"Gm18853",2,2,0,10,6
"Gm27225",0,0,0,0,0
"Mir7241",7,5,12,5,9
"Mir6393",0,0,0,0,0
"Gm27919",0,0,0,0,0
"Gm27639",0,1,0,0,0
"Gm27157",0,0,1,0,0
"Mir8100",3,3,5,4,8
"Rnu3b1",0,0,0,1,0
"Mir8120",2,3,4,3,2
"Gm27150",0,0,0,0,0
"Gm27636",0,0,0,0,0
"Vmn1r-ps5",0,0,0,0,0
"Gm27640",0,0,0,0,0
"Gm27160",0,0,0,0,0
"Gm28036",0,0,0,0,0
"Mir7647",8,19,15,17,10
"Mir6405",0,0,0,0,0
"Gm27348",3,4,6,7,3
"Mir7658",0,0,0,0,0
"Mir6935",0,0,0,0,0
"Gm27855",5,2,4,0,4
"Mir8105",1,4,1,4,1
"Mir6933",2,0,1,3,0
"Gm27230",1,1,0,0,2
"Mir7056",2,0,5,2,4
"Mir6949",0,0,0,0,0
"Gm27698",0,0,0,0,0
"Gm27699",0,0,0,0,0
"Gm27700",0,0,0,0,0
"Gm27844",0,0,0,0,0
"Gm27701",0,0,0,0,0
"Gm27845",0,0,0,0,0
"Gm27843",0,0,0,0,0
"Gm27695",0,0,0,0,0
"Gm27549",0,0,0,0,0
"Mir8093",0,0,0,0,0
"Mir6236",2,0,6,4,6
"Gm27505",0,0,0,0,0
"Gm27177",0,0,0,1,0
"Mir6769b",8,3,9,9,8
"Gm27196",0,0,2,0,0
"Gm27545",0,0,0,0,0
"Gm27544",35,31,28,26,17
"Mir6397",0,0,0,0,0
"Mir7236",55,37,53,48,33
"Gm28002",0,0,0,0,0
"Gm28003",0,0,0,0,0
"Mir6420",0,0,0,0,0
